Measure,Age,Value,Sex,Country
Cases,65,2365,Male,Scotland
Cases,70,2105,Male,Scotland
Cases,75,1533,Male,Scotland
Cases,80,1354,Male,Scotland
Cases,85,1093,Male,Scotland
Cases,90,900,Male,Scotland
Deaths,0,0,Female,Scotland
Deaths,5,0,Female,Scotland
Deaths,10,0,Female,Scotland
Deaths,15,0,Female,Scotland
Deaths,20,1,Female,Scotland
Deaths,25,1,Female,Scotland
Deaths,30,2,Female,Scotland
Deaths,35,3,Female,Scotland
Deaths,40,6,Female,Scotland
Deaths,45,10,Female,Scotland
Deaths,50,21,Female,Scotland
Deaths,55,40,Female,Scotland
Deaths,60,69,Female,Scotland
Deaths,65,119,Female,Scotland
Deaths,70,209,Female,Scotland
Deaths,75,262,Female,Scotland
Deaths,80,357,Female,Scotland
Deaths,85,423,Female,Scotland
Deaths,90,651,Female,Scotland
Deaths,0,0,Male,Scotland
Deaths,5,0,Male,Scotland
Deaths,10,0,Male,Scotland
Deaths,15,0,Male,Scotland
Deaths,20,1,Male,Scotland
Deaths,25,1,Male,Scotland
Deaths,30,2,Male,Scotland
Deaths,35,4,Male,Scotland
Deaths,40,8,Male,Scotland
Deaths,45,16,Male,Scotland
Deaths,50,36,Male,Scotland
Deaths,55,70,Male,Scotland
Deaths,60,120,Male,Scotland
Deaths,65,194,Male,Scotland
Deaths,70,334,Male,Scotland
Deaths,75,388,Male,Scotland
Deaths,80,452,Male,Scotland
Deaths,85,413,Male,Scotland
Deaths,90,364,Male,Scotland
Cases,0,113,Female,Slovakia
Cases,5,193,Female,Slovakia
Cases,10,333,Female,Slovakia
Cases,15,582,Female,Slovakia
Cases,20,897,Female,Slovakia
Cases,25,963,Female,Slovakia
Cases,30,797,Female,Slovakia
Cases,35,764,Female,Slovakia
Cases,40,926,Female,Slovakia
Cases,45,1055,Female,Slovakia
Cases,50,959,Female,Slovakia
Cases,55,717,Female,Slovakia
Cases,60,494,Female,Slovakia
Cases,65,372,Female,Slovakia
Cases,70,312,Female,Slovakia
Cases,75,261,Female,Slovakia
Cases,80,197,Female,Slovakia
Cases,85,126,Female,Slovakia
Cases,90,111,Female,Slovakia
Cases,0,113,Male,Slovakia
Cases,5,211,Male,Slovakia
Cases,10,388,Male,Slovakia
Cases,15,670,Male,Slovakia
Cases,20,980,Male,Slovakia
Cases,25,1090,Male,Slovakia
Cases,30,987,Male,Slovakia
Cases,35,917,Male,Slovakia
Cases,40,926,Male,Slovakia
Cases,45,884,Male,Slovakia
Cases,50,758,Male,Slovakia
Cases,55,621,Male,Slovakia
Cases,60,496,Male,Slovakia
Cases,65,370,Male,Slovakia
Cases,70,255,Male,Slovakia
Cases,75,160,Male,Slovakia
Cases,80,91,Male,Slovakia
Cases,85,48,Male,Slovakia
Cases,90,40,Male,Slovakia
Deaths,0,0,Female,Slovakia
Deaths,5,0,Female,Slovakia
Deaths,10,2,Female,Slovakia
Deaths,15,3,Female,Slovakia
Deaths,20,0,Female,Slovakia
Deaths,25,0,Female,Slovakia
Deaths,30,2,Female,Slovakia
Deaths,35,3,Female,Slovakia
Deaths,40,2,Female,Slovakia
Deaths,45,3,Female,Slovakia
Deaths,50,2,Female,Slovakia
Deaths,55,3,Female,Slovakia
Deaths,60,4,Female,Slovakia
Deaths,65,6,Female,Slovakia
Deaths,70,10,Female,Slovakia
Deaths,75,13,Female,Slovakia
Deaths,80,13,Female,Slovakia
Deaths,85,12,Female,Slovakia
Deaths,90,22,Female,Slovakia
Deaths,0,0,Male,Slovakia
Deaths,5,0,Male,Slovakia
Deaths,10,2,Male,Slovakia
Deaths,15,3,Male,Slovakia
Deaths,20,2,Male,Slovakia
Deaths,25,3,Male,Slovakia
Deaths,30,3,Male,Slovakia
Deaths,35,2,Male,Slovakia
Deaths,40,0,Male,Slovakia
Deaths,45,0,Male,Slovakia
Deaths,50,3,Male,Slovakia
Deaths,55,4,Male,Slovakia
Deaths,60,8,Male,Slovakia
Deaths,65,11,Male,Slovakia
Deaths,70,14,Male,Slovakia
Deaths,75,14,Male,Slovakia
Deaths,80,10,Male,Slovakia
Deaths,85,8,Male,Slovakia
Deaths,90,10,Male,Slovakia
Cases,0,275,Female,Slovenia
Cases,5,331,Female,Slovenia
Cases,10,626,Female,Slovenia
Cases,15,1690,Female,Slovenia
Cases,20,3612,Female,Slovenia
Cases,25,4938,Female,Slovenia
Cases,30,5407,Female,Slovenia
Cases,35,6098,Female,Slovenia
Cases,40,6776,Female,Slovenia
Cases,45,6967,Female,Slovenia
Cases,50,6572,Female,Slovenia
Cases,55,5239,Female,Slovenia
Cases,60,3554,Female,Slovenia
Cases,65,2361,Female,Slovenia
Cases,70,1960,Female,Slovenia
Cases,75,2146,Female,Slovenia
Cases,80,2695,Female,Slovenia
Cases,85,2925,Female,Slovenia
Cases,90,2547,Female,Slovenia
Cases,0,324,Male,Slovenia
Cases,5,384,Male,Slovenia
Cases,10,685,Male,Slovenia
Cases,15,1692,Male,Slovenia
Cases,20,3479,Male,Slovenia
Cases,25,4633,Male,Slovenia
Cases,30,5099,Male,Slovenia
Cases,35,5449,Male,Slovenia
Cases,40,5755,Male,Slovenia
Cases,45,5800,Male,Slovenia
Cases,50,5411,Male,Slovenia
Cases,55,4813,Male,Slovenia
Cases,60,3841,Male,Slovenia
Cases,65,2836,Male,Slovenia
Cases,70,2134,Male,Slovenia
Cases,75,1781,Male,Slovenia
Cases,80,1581,Male,Slovenia
Cases,85,1071,Male,Slovenia
Cases,90,526,Male,Slovenia
Deaths,0,0,Female,Slovenia
Deaths,5,0,Female,Slovenia
Deaths,10,0,Female,Slovenia
Deaths,15,0,Female,Slovenia
Deaths,20,0,Female,Slovenia
Deaths,25,0,Female,Slovenia
Deaths,30,1,Female,Slovenia
Deaths,35,2,Female,Slovenia
Deaths,40,3,Female,Slovenia
Deaths,45,4,Female,Slovenia
Deaths,50,7,Female,Slovenia
Deaths,55,9,Female,Slovenia
Deaths,60,16,Female,Slovenia
Deaths,65,40,Female,Slovenia
Deaths,70,87,Female,Slovenia
Deaths,75,175,Female,Slovenia
Deaths,80,298,Female,Slovenia
Deaths,85,404,Female,Slovenia
Deaths,90,575,Female,Slovenia
Deaths,0,0,Male,Slovenia
Deaths,5,0,Male,Slovenia
Deaths,10,0,Male,Slovenia
Deaths,15,0,Male,Slovenia
Deaths,20,0,Male,Slovenia
Deaths,25,0,Male,Slovenia
Deaths,30,0,Male,Slovenia
Deaths,35,3,Male,Slovenia
Deaths,40,6,Male,Slovenia
Deaths,45,5,Male,Slovenia
Deaths,50,10,Male,Slovenia
Deaths,55,25,Male,Slovenia
Deaths,60,50,Male,Slovenia
Deaths,65,91,Male,Slovenia
Deaths,70,154,Male,Slovenia
Deaths,75,223,Male,Slovenia
Deaths,80,285,Male,Slovenia
Deaths,85,274,Male,Slovenia
Deaths,90,245,Male,Slovenia
Cases,0,24,Female,South Korea
Cases,5,47,Female,South Korea
Cases,10,73,Female,South Korea
Cases,15,216,Female,South Korea
Cases,20,769,Female,South Korea
Cases,25,907,Female,South Korea
Cases,30,391,Female,South Korea
Cases,35,295,Female,South Korea
Cases,40,386,Female,South Korea
Cases,45,626,Female,South Korea
Cases,50,701,Female,South Korea
Cases,55,653,Female,South Korea
Cases,60,512,Female,South Korea
Cases,65,313,Female,South Korea
Cases,70,223,Female,South Korea
Cases,75,195,Female,South Korea
Cases,80,165,Female,South Korea
Cases,85,106,Female,South Korea
Cases,90,70,Female,South Korea
Cases,0,28,Male,South Korea
Cases,5,58,Male,South Korea
Cases,10,103,Male,South Korea
Cases,15,263,Male,South Korea
Cases,20,710,Male,South Korea
Cases,25,790,Male,South Korea
Cases,30,365,Male,South Korea
Cases,35,242,Male,South Korea
Cases,40,224,Male,South Korea
Cases,45,285,Male,South Korea
Cases,50,323,Male,South Korea
Cases,55,362,Male,South Korea
Cases,60,342,Male,South Korea
Cases,65,238,Male,South Korea
Cases,70,174,Male,South Korea
Cases,75,133,Male,South Korea
Cases,80,90,Male,South Korea
Cases,85,45,Male,South Korea
Cases,90,22,Male,South Korea
Deaths,0,0,Female,South Korea
Deaths,5,0,Female,South Korea
Deaths,10,0,Female,South Korea
Deaths,15,0,Female,South Korea
Deaths,20,0,Female,South Korea
Deaths,25,0,Female,South Korea
Deaths,30,0,Female,South Korea
Deaths,35,1,Female,South Korea
Deaths,40,0,Female,South Korea
Deaths,45,0,Female,South Korea
Deaths,50,2,Female,South Korea
Deaths,55,3,Female,South Korea
Deaths,60,4,Female,South Korea
Deaths,65,5,Female,South Korea
Deaths,70,12,Female,South Korea
Deaths,75,21,Female,South Korea
Deaths,80,27,Female,South Korea
Deaths,85,26,Female,South Korea
Deaths,90,25,Female,South Korea
Deaths,0,0,Male,South Korea
Deaths,5,0,Male,South Korea
Deaths,10,0,Male,South Korea
Deaths,15,0,Male,South Korea
Deaths,20,0,Male,South Korea
Deaths,25,0,Male,South Korea
Deaths,30,0,Male,South Korea
Deaths,35,1,Male,South Korea
Deaths,40,1,Male,South Korea
Deaths,45,2,Male,South Korea
Deaths,50,3,Male,South Korea
Deaths,55,7,Male,South Korea
Deaths,60,13,Male,South Korea
Deaths,65,17,Male,South Korea
Deaths,70,21,Male,South Korea
Deaths,75,26,Male,South Korea
Deaths,80,25,Male,South Korea
Deaths,85,17,Male,South Korea
Deaths,90,11,Male,South Korea
Cases,0,25493,Female,Spain
Cases,5,33979,Female,Spain
Cases,10,44983,Female,Spain
Cases,15,54145,Female,Spain
Cases,20,64953,Female,Spain
Cases,25,73020,Female,Spain
Cases,30,71141,Female,Spain
Cases,35,75534,Female,Spain
Cases,40,86889,Female,Spain
Cases,45,87456,Female,Spain
Cases,50,83484,Female,Spain
Cases,55,71835,Female,Spain
Cases,60,54810,Female,Spain
Cases,65,40368,Female,Spain
Cases,70,35904,Female,Spain
Cases,75,31774,Female,Spain
Cases,80,31337,Female,Spain
Cases,85,36213,Female,Spain
Cases,90,41295,Female,Spain
Cases,0,26096,Male,Spain
Cases,5,35279,Male,Spain
Cases,10,46599,Male,Spain
Cases,15,53783,Male,Spain
Cases,20,59726,Male,Spain
Cases,25,63149,Male,Spain
Cases,30,60249,Male,Spain
Cases,35,65031,Male,Spain
Cases,40,76927,Male,Spain
Cases,45,76858,Male,Spain
Cases,50,72518,Male,Spain
Cases,55,65216,Male,Spain
Cases,60,54194,Male,Spain
Cases,65,42411,Male,Spain
Cases,70,36820,Male,Spain
Cases,75,29677,Male,Spain
Cases,80,23688,Male,Spain
Cases,85,21751,Male,Spain
Cases,90,16148,Male,Spain
Deaths,0,5,Female,Spain
Deaths,5,6,Female,Spain
Deaths,10,4,Female,Spain
Deaths,15,5,Female,Spain
Deaths,20,11,Female,Spain
Deaths,25,18,Female,Spain
Deaths,30,22,Female,Spain
Deaths,35,36,Female,Spain
Deaths,40,69,Female,Spain
Deaths,45,118,Female,Spain
Deaths,50,206,Female,Spain
Deaths,55,338,Female,Spain
Deaths,60,509,Female,Spain
Deaths,65,782,Female,Spain
Deaths,70,1428,Female,Spain
Deaths,75,2258,Female,Spain
Deaths,80,3426,Female,Spain
Deaths,85,5277,Female,Spain
Deaths,90,8740,Female,Spain
Deaths,0,4,Male,Spain
Deaths,5,5,Male,Spain
Deaths,10,3,Male,Spain
Deaths,15,4,Male,Spain
Deaths,20,12,Male,Spain
Deaths,25,20,Male,Spain
Deaths,30,29,Male,Spain
Deaths,35,56,Male,Spain
Deaths,40,122,Male,Spain
Deaths,45,228,Male,Spain
Deaths,50,424,Male,Spain
Deaths,55,771,Male,Spain
Deaths,60,1304,Male,Spain
Deaths,65,2026,Male,Spain
Deaths,70,3214,Male,Spain
Deaths,75,4122,Male,Spain
Deaths,80,4673,Male,Spain
Deaths,85,5487,Male,Spain
Deaths,90,5565,Male,Spain
Cases,0,89,Female,Sweden
Cases,5,303,Female,Sweden
Cases,10,909,Female,Sweden
Cases,15,2184,Female,Sweden
Cases,20,4179,Female,Sweden
Cases,25,6312,Female,Sweden
Cases,30,5247,Female,Sweden
Cases,35,4285,Female,Sweden
Cases,40,4590,Female,Sweden
Cases,45,5570,Female,Sweden
Cases,50,5739,Female,Sweden
Cases,55,4507,Female,Sweden
Cases,60,3039,Female,Sweden
Cases,65,2039,Female,Sweden
Cases,70,1684,Female,Sweden
Cases,75,1365,Female,Sweden
Cases,80,1360,Female,Sweden
Cases,85,1702,Female,Sweden
Cases,90,3576,Female,Sweden
Cases,0,102,Male,Sweden
Cases,5,325,Male,Sweden
Cases,10,911,Male,Sweden
Cases,15,2026,Male,Sweden
Cases,20,3528,Male,Sweden
Cases,25,4826,Male,Sweden
Cases,30,4041,Male,Sweden
Cases,35,3272,Male,Sweden
Cases,40,3280,Male,Sweden
Cases,45,3832,Male,Sweden
Cases,50,4163,Male,Sweden
Cases,55,3642,Male,Sweden
Cases,60,2843,Male,Sweden
Cases,65,2186,Male,Sweden
Cases,70,1985,Male,Sweden
Cases,75,1634,Male,Sweden
Cases,80,1391,Male,Sweden
Cases,85,1286,Male,Sweden
Cases,90,1452,Male,Sweden
Deaths,0,3,Female,Sweden
Deaths,5,2,Female,Sweden
Deaths,10,0,Female,Sweden
Deaths,15,0,Female,Sweden
Deaths,20,2,Female,Sweden
Deaths,25,3,Female,Sweden
Deaths,30,4,Female,Sweden
Deaths,35,4,Female,Sweden
Deaths,40,6,Female,Sweden
Deaths,45,10,Female,Sweden
Deaths,50,14,Female,Sweden
Deaths,55,20,Female,Sweden
Deaths,60,36,Female,Sweden
Deaths,65,72,Female,Sweden
Deaths,70,168,Female,Sweden
Deaths,75,271,Female,Sweden
Deaths,80,385,Female,Sweden
Deaths,85,536,Female,Sweden
Deaths,90,1143,Female,Sweden
Deaths,0,3,Male,Sweden
Deaths,5,2,Male,Sweden
Deaths,10,0,Male,Sweden
Deaths,15,0,Male,Sweden
Deaths,20,3,Male,Sweden
Deaths,25,4,Male,Sweden
Deaths,30,4,Male,Sweden
Deaths,35,6,Male,Sweden
Deaths,40,9,Male,Sweden
Deaths,45,20,Male,Sweden
Deaths,50,50,Male,Sweden
Deaths,55,83,Male,Sweden
Deaths,60,117,Male,Sweden
Deaths,65,185,Male,Sweden
Deaths,70,351,Male,Sweden
Deaths,75,484,Male,Sweden
Deaths,80,557,Male,Sweden
Deaths,85,596,Male,Sweden
Deaths,90,778,Male,Sweden
Cases,0,405,Female,Switzerland
Cases,5,1675,Female,Switzerland
Cases,10,5703,Female,Switzerland
Cases,15,13094,Female,Switzerland
Cases,20,19597,Female,Switzerland
Cases,25,21780,Female,Switzerland
Cases,30,20426,Female,Switzerland
Cases,35,19127,Female,Switzerland
Cases,40,18535,Female,Switzerland
Cases,45,19971,Female,Switzerland
Cases,50,21423,Female,Switzerland
Cases,55,18116,Female,Switzerland
Cases,60,12366,Female,Switzerland
Cases,65,8787,Female,Switzerland
Cases,70,7596,Female,Switzerland
Cases,75,6846,Female,Switzerland
Cases,80,6602,Female,Switzerland
Cases,85,6985,Female,Switzerland
Cases,90,8318,Female,Switzerland
Cases,0,484,Male,Switzerland
Cases,5,1850,Male,Switzerland
Cases,10,5813,Male,Switzerland
Cases,15,12384,Male,Switzerland
Cases,20,17712,Male,Switzerland
Cases,25,19585,Male,Switzerland
Cases,30,19108,Male,Switzerland
Cases,35,17836,Male,Switzerland
Cases,40,16308,Male,Switzerland
Cases,45,17147,Male,Switzerland
Cases,50,19052,Male,Switzerland
Cases,55,17628,Male,Switzerland
Cases,60,13168,Male,Switzerland
Cases,65,9627,Male,Switzerland
Cases,70,8239,Male,Switzerland
Cases,75,6689,Male,Switzerland
Cases,80,5207,Male,Switzerland
Cases,85,4098,Male,Switzerland
Cases,90,3064,Male,Switzerland
Deaths,0,0,Female,Switzerland
Deaths,5,0,Female,Switzerland
Deaths,10,0,Female,Switzerland
Deaths,15,0,Female,Switzerland
Deaths,20,0,Female,Switzerland
Deaths,25,0,Female,Switzerland
Deaths,30,1,Female,Switzerland
Deaths,35,2,Female,Switzerland
Deaths,40,2,Female,Switzerland
Deaths,45,5,Female,Switzerland
Deaths,50,9,Female,Switzerland
Deaths,55,18,Female,Switzerland
Deaths,60,34,Female,Switzerland
Deaths,65,71,Female,Switzerland
Deaths,70,166,Female,Switzerland
Deaths,75,313,Female,Switzerland
Deaths,80,500,Female,Switzerland
Deaths,85,757,Female,Switzerland
Deaths,90,1392,Female,Switzerland
Deaths,0,1,Male,Switzerland
Deaths,5,1,Male,Switzerland
Deaths,10,0,Male,Switzerland
Deaths,15,0,Male,Switzerland
Deaths,20,0,Male,Switzerland
Deaths,25,1,Male,Switzerland
Deaths,30,2,Male,Switzerland
Deaths,35,3,Male,Switzerland
Deaths,40,4,Male,Switzerland
Deaths,45,8,Male,Switzerland
Deaths,50,26,Male,Switzerland
Deaths,55,60,Male,Switzerland
Deaths,60,110,Male,Switzerland
Deaths,65,202,Male,Switzerland
Deaths,70,378,Male,Switzerland
Deaths,75,560,Male,Switzerland
Deaths,80,698,Male,Switzerland
Deaths,85,803,Male,Switzerland
Deaths,90,953,Male,Switzerland
Cases,0,31,Female,Togo
Cases,5,35,Female,Togo
Cases,10,51,Female,Togo
Cases,15,88,Female,Togo
Cases,20,131,Female,Togo
Cases,25,153,Female,Togo
Cases,30,145,Female,Togo
Cases,35,120,Female,Togo
Cases,40,104,Female,Togo
Cases,45,97,Female,Togo
Cases,50,85,Female,Togo
Cases,55,68,Female,Togo
Cases,60,50,Female,Togo
Cases,65,34,Female,Togo
Cases,70,23,Female,Togo
Cases,75,17,Female,Togo
Cases,80,10,Female,Togo
Cases,85,4,Female,Togo
Cases,90,3,Female,Togo
Cases,0,39,Male,Togo
Cases,5,44,Male,Togo
Cases,10,60,Male,Togo
Cases,15,102,Male,Togo
Cases,20,178,Male,Togo
Cases,25,278,Male,Togo
Cases,30,324,Male,Togo
Cases,35,297,Male,Togo
Cases,40,258,Male,Togo
Cases,45,228,Male,Togo
Cases,50,192,Male,Togo
Cases,55,144,Male,Togo
Cases,60,92,Male,Togo
Cases,65,51,Male,Togo
Cases,70,32,Male,Togo
Cases,75,25,Male,Togo
Cases,80,12,Male,Togo
Cases,85,3,Male,Togo
Cases,90,1,Male,Togo
Deaths,0,1,Female,Togo
Deaths,5,0,Female,Togo
Deaths,10,0,Female,Togo
Deaths,15,0,Female,Togo
Deaths,20,0,Female,Togo
Deaths,25,0,Female,Togo
Deaths,30,0,Female,Togo
Deaths,35,2,Female,Togo
Deaths,40,2,Female,Togo
Deaths,45,0,Female,Togo
Deaths,50,1,Female,Togo
Deaths,55,1,Female,Togo
Deaths,60,2,Female,Togo
Deaths,65,5,Female,Togo
Deaths,70,5,Female,Togo
Deaths,75,0,Female,Togo
Deaths,80,0,Female,Togo
Deaths,85,1,Female,Togo
Deaths,90,0,Female,Togo
Deaths,0,2,Male,Togo
Deaths,5,0,Male,Togo
Deaths,10,0,Male,Togo
Deaths,15,1,Male,Togo
Deaths,20,1,Male,Togo
Deaths,25,1,Male,Togo
Deaths,30,1,Male,Togo
Deaths,35,2,Male,Togo
Deaths,40,3,Male,Togo
Deaths,45,5,Male,Togo
Deaths,50,7,Male,Togo
Deaths,55,5,Male,Togo
Deaths,60,5,Male,Togo
Deaths,65,5,Male,Togo
Deaths,70,4,Male,Togo
Deaths,75,2,Male,Togo
Deaths,80,2,Male,Togo
Deaths,85,0,Male,Togo
Deaths,90,0,Male,Togo
Cases,0,3018,Female,Ukraine
Cases,5,5142,Female,Ukraine
Cases,10,8679,Female,Ukraine
Cases,15,14270,Female,Ukraine
Cases,20,22400,Female,Ukraine
Cases,25,32239,Female,Ukraine
Cases,30,42445,Female,Ukraine
Cases,35,51799,Female,Ukraine
Cases,40,60545,Female,Ukraine
Cases,45,65887,Female,Ukraine
Cases,50,68651,Female,Ukraine
Cases,55,66789,Female,Ukraine
Cases,60,59436,Female,Ukraine
Cases,65,46521,Female,Ukraine
Cases,70,29202,Female,Ukraine
Cases,75,14815,Female,Ukraine
Cases,80,5774,Female,Ukraine
Cases,85,1714,Female,Ukraine
Cases,90,591,Female,Ukraine
Cases,0,3601,Male,Ukraine
Cases,5,5524,Male,Ukraine
Cases,10,8390,Male,Ukraine
Cases,15,12496,Male,Ukraine
Cases,20,17753,Male,Ukraine
Cases,25,23975,Male,Ukraine
Cases,30,30331,Male,Ukraine
Cases,35,35994,Male,Ukraine
Cases,40,39226,Male,Ukraine
Cases,45,41706,Male,Ukraine
Cases,50,41736,Male,Ukraine
Cases,55,40256,Male,Ukraine
Cases,60,36256,Male,Ukraine
Cases,65,28776,Male,Ukraine
Cases,70,19743,Male,Ukraine
Cases,75,9982,Male,Ukraine
Cases,80,3877,Male,Ukraine
Cases,85,1243,Male,Ukraine
Cases,90,348,Male,Ukraine
Deaths,0,0,Female,Ukraine
Deaths,5,1,Female,Ukraine
Deaths,10,2,Female,Ukraine
Deaths,15,5,Female,Ukraine
Deaths,20,12,Female,Ukraine
Deaths,25,25,Female,Ukraine
Deaths,30,43,Female,Ukraine
Deaths,35,74,Female,Ukraine
Deaths,40,130,Female,Ukraine
Deaths,45,224,Female,Ukraine
Deaths,50,400,Female,Ukraine
Deaths,55,681,Female,Ukraine
Deaths,60,1057,Female,Ukraine
Deaths,65,1413,Female,Ukraine
Deaths,70,1467,Female,Ukraine
Deaths,75,1227,Female,Ukraine
Deaths,80,767,Female,Ukraine
Deaths,85,354,Female,Ukraine
Deaths,90,214,Female,Ukraine
Deaths,0,1,Male,Ukraine
Deaths,5,2,Male,Ukraine
Deaths,10,4,Male,Ukraine
Deaths,15,6,Male,Ukraine
Deaths,20,11,Male,Ukraine
Deaths,25,22,Male,Ukraine
Deaths,30,46,Male,Ukraine
Deaths,35,91,Male,Ukraine
Deaths,40,173,Male,Ukraine
Deaths,45,323,Male,Ukraine
Deaths,50,560,Male,Ukraine
Deaths,55,900,Male,Ukraine
Deaths,60,1290,Male,Ukraine
Deaths,65,1583,Male,Ukraine
Deaths,70,1652,Male,Ukraine
Deaths,75,1290,Male,Ukraine
Deaths,80,780,Male,Ukraine
Deaths,85,382,Male,Ukraine
Deaths,90,185,Male,Ukraine
Cases,0,68,Female,Uruguay
Cases,5,95,Female,Uruguay
Cases,10,131,Female,Uruguay
Cases,15,181,Female,Uruguay
Cases,20,247,Female,Uruguay
Cases,25,308,Female,Uruguay
Cases,30,300,Female,Uruguay
Cases,35,245,Female,Uruguay
Cases,40,218,Female,Uruguay
Cases,45,226,Female,Uruguay
Cases,50,241,Female,Uruguay
Cases,55,224,Female,Uruguay
Cases,60,162,Female,Uruguay
Cases,65,95,Female,Uruguay
Cases,70,67,Female,Uruguay
Cases,75,58,Female,Uruguay
Cases,80,52,Female,Uruguay
Cases,85,44,Female,Uruguay
Cases,90,71,Female,Uruguay
Cases,0,60,Male,Uruguay
Cases,5,86,Male,Uruguay
Cases,10,124,Male,Uruguay
Cases,15,176,Male,Uruguay
Cases,20,241,Male,Uruguay
Cases,25,296,Male,Uruguay
Cases,30,290,Male,Uruguay
Cases,35,240,Male,Uruguay
Cases,40,212,Male,Uruguay
Cases,45,214,Male,Uruguay
Cases,50,208,Male,Uruguay
Cases,55,185,Male,Uruguay
Cases,60,144,Male,Uruguay
Cases,65,104,Male,Uruguay
Cases,70,75,Male,Uruguay
Cases,75,57,Male,Uruguay
Cases,80,38,Male,Uruguay
Cases,85,23,Male,Uruguay
Cases,90,17,Male,Uruguay
Deaths,0,0,Female,Uruguay
Deaths,5,0,Female,Uruguay
Deaths,10,0,Female,Uruguay
Deaths,15,0,Female,Uruguay
Deaths,20,0,Female,Uruguay
Deaths,25,0,Female,Uruguay
Deaths,30,0,Female,Uruguay
Deaths,35,0,Female,Uruguay
Deaths,40,0,Female,Uruguay
Deaths,45,0,Female,Uruguay
Deaths,50,1,Female,Uruguay
Deaths,55,2,Female,Uruguay
Deaths,60,2,Female,Uruguay
Deaths,65,2,Female,Uruguay
Deaths,70,3,Female,Uruguay
Deaths,75,3,Female,Uruguay
Deaths,80,3,Female,Uruguay
Deaths,85,3,Female,Uruguay
Deaths,90,8,Female,Uruguay
Deaths,0,0,Male,Uruguay
Deaths,5,0,Male,Uruguay
Deaths,10,0,Male,Uruguay
Deaths,15,0,Male,Uruguay
Deaths,20,0,Male,Uruguay
Deaths,25,0,Male,Uruguay
Deaths,30,0,Male,Uruguay
Deaths,35,0,Male,Uruguay
Deaths,40,0,Male,Uruguay
Deaths,45,1,Male,Uruguay
Deaths,50,1,Male,Uruguay
Deaths,55,3,Male,Uruguay
Deaths,60,5,Male,Uruguay
Deaths,65,8,Male,Uruguay
Deaths,70,10,Male,Uruguay
Deaths,75,7,Male,Uruguay
Deaths,80,6,Male,Uruguay
Deaths,85,4,Male,Uruguay
Deaths,90,6,Male,Uruguay
